Model;Brand;Price;Foreign Currency;Date of Currency;Gear;Fuel;Engine Displacement;Transmission;Horsepower;Mortgage;Confiscation;Inspection;Year;Km;Area of Use;Colour;Top Speed;Luggage Volume;0-100;Max Torque;Cylinder;Tank;Consumption;Valve;Kaput;Tavan;Ön Tampon;Arka Tampon;Sağ Ön Çamurluk;Sağ Ön Kapı;Sağ Arka Kapı;Sağ Arka Çamurluk;Sol Ön Çamurluk;Sol Ön Kapı;Sol Arka Kapı;Sol Arka Çamurluk
octavia;skoda;869500;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;11.04.2025;2016;142246;wagon;gri;194;588;;250;4;50;4.2 (şi̇) / 3.6 (şd);16;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
octavia;skoda;855000;31,1;26.02.2024;manuel;dizel;1,6;önden çekiş;110;hayır;hayır;10.07.2025;2016;100073;hatchback;beyaz;197;568;;250;4;50;4.4 (şi̇) / 3.4 (şd);16;ezik;saglam;boyalı, çizik;çizik;değişen;saglam;saglam;ezik;saglam;saglam;saglam;saglam
octavia;skoda;730000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;1.11.2025;2016;240775;hatchback;beyaz;197;568;;250;4;50;4.2 (şi̇) / 3.5 (şd);16;saglam;saglam;boyalı, çizik;çizik;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam
leon;seat;879450;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;110;hayır;hayır;6.11.2023;2016;67115;hatchback;mavi;194;380;;175;4;50;5.9 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;boyalı;saglam;saglam;saglam;saglam
leon;seat;810000;31,1;26.02.2024;manuel;benzin;1,2;önden çekiş;110;hayır;hayır;18.09.2023;2016;100500;hatchback;gri;194;380;;175;4;50;6.1 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
toledo;seat;695000;31,1;26.02.2024;otomatik;dizel;1,4;önden çekiş;90;hayır;hayır;18.07.2025;2016;168483;hatchback;beyaz;185;550;;230;3;55;4.2 (şi̇) / 3.6 (şd);12;saglam;saglam;çizik;çizik;saglam;saglam;saglam;lokal boyalı;saglam;saglam;saglam;saglam
kadjar;renault;945000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;110;hayır;hayır;2.10.2023;2016;140509;hatchback;beyaz;181;472;;250;4;55;3.8 (şi̇) / 3.8 (şd);8;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;boyalı;boyalı;boyalı;boyalı;boyalı
clio;renault;820000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;90;hayır;hayır;2.12.2024;2016;53080;hatchback;beyaz;176;300;;220;4;45;4.3 (şi̇) / 3.3 (şd);8;saglam;saglam;boyalı;saglam;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam
clio;renault;751900;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;120;hayır;hayır;27.03.2025;2016;53150;hatchback;gri;199;300;;190;4;45;6.6 (şi̇) / 4.4 (şd);16;saglam;saglam;boyalı, çizik;saglam;değişen;boyalı;boyalı, çizik;boyalı;saglam;saglam;saglam;saglam
fluence;renault;730000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;90;hayır;hayır;29.05.2025;2016;113921;sedan;beyaz;175;530;;200;4;60;5.4 (şi̇) / 4 (şd);8;lokal boyalı;saglam;boyalı;lokal boyalı;saglam;saglam;ezik;ezik;değişen;boyalı;saglam;boyalı
clio;renault;695900;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;90;hayır;hayır;14.06.2024;2016;115884;hatchback;beyaz;176;300;;220;4;45;4.3 (şi̇) / 3.3 (şd);8;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam
fluence;renault;690500;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;110;hayır;hayır;7.03.2025;2016;169234;sedan;beyaz;190;530;;240;4;60;5.2 (şi̇) / 4 (şd);8;saglam;saglam;saglam;saglam;saglam;saglam;değişen;boyalı;saglam;saglam;saglam;saglam
kangoo multix;renault;670000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;90;hayır;hayır;24.10.2023;2016;105115;cityvan;beyaz;160;;;200;4;60;5.7 (şi̇) / 4.6 (şd);8;saglam;saglam;saglam;saglam;saglam;ezik;saglam;ezik;saglam;saglam;çizik;saglam
clio;renault;662500;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;75;hayır;hayır;1.08.2025;2016;71335;hatchback;beyaz;168;300;;200;4;45;4.3 (şi̇) / 3.2 (şd);8;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam
cayman;porsche;4950000;31,1;26.02.2024;otomatik;benzin;2;arkadan i̇tiş;300;hayır;hayır;21.09.2025;2016;73984;coupe;beyaz;275;425;;380;4;54;9.9 (şi̇) / 6 (şd);16;saglam;saglam;boyalı;boyalı, çizik;saglam;lokal boyalı;saglam;boyalı;saglam;saglam;saglam;saglam
208;peugeot;728500;31,1;26.02.2024;tiptronic;benzin;1,2;önden çekiş;110;hayır;hayır;31.07.2023;2016;106870;hatchback;kırmızı;190;285;;205;3;50;5.7 (şi̇) / 3.8 (şd);12;saglam;saglam;çizik;çizik;boyalı;saglam;saglam;saglam;saglam;çizik;çizik;saglam
301;peugeot;535900;31,1;26.02.2024;manuel;dizel;1,6;önden çekiş;92;hayır;hayır;30.04.2024;2016;135866;sedan;beyaz;180;506;;230;4;50;4.9 (şi̇) / 3.9 (şd);8;değişen;saglam;değişen;boyalı;değişen;saglam;saglam;boyalı;değişen;saglam;saglam;saglam
mokka x;opel;925000;31,1;26.02.2024;tiptronic;benzin;1,4;önden çekiş;140;hayır;hayır;10.11.2023;2016;92588;arazi aracı;gri;191;356;;200;4;53;8.4 (şi̇) / 5.4 (şd);16;ezik;ezik;çizik;çizik;ezik;saglam;çizik, ezik;ezik;ezik;ezik;ezik;saglam
insignia;opel;877000;31,1;26.02.2024;tiptronic;dizel;1,6;önden çekiş;136;hayır;hayır;22.03.2025;2016;149500;sedan;beyaz;200;500;;320;4;70;6.3 (şi̇) / 4 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;ezik;saglam;saglam;ezik
astra;opel;860000;31,1;26.02.2024;tiptronic;dizel;1,6;önden çekiş;136;hayır;hayır;31.01.2024;2016;119340;hatchback;beyaz;200;360;;320;4;48;5.8 (şi̇) / 3.9 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
astra;opel;715000;31,1;26.02.2024;manuel;benzin;1,6;önden çekiş;115;hayır;hayır;25.02.2025;2016;38183;sedan;beyaz;193;420;;155;4;56;8.4 (şi̇) / 5.3 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corsa;opel;680000;31,1;26.02.2024;tiptronic;benzin;1,4;önden çekiş;90;hayır;hayır;14.05.2024;2016;81744;hatchback;gümüş;170;285;;130;4;45;8 (şi̇) / 4.9 (şd);16;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam
qashqai;nissan;960000;31,1;26.02.2024;multitronic;dizel;1,6;önden çekiş;130;hayır;hayır;22.12.2025;2016;90588;hatchback;i̇nci beyazı;183;430;;320;4;55;5.3 (şi̇) / 4.2 (şd);16;saglam;ezik;boyalı, çizik;boyalı, çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
juke;nissan;748000;31,1;26.02.2024;multitronic;benzin;1,6;önden çekiş;117;hayır;hayır;17.05.2025;2016;78406;arazi aracı;beyaz;170;354;;158;4;46;8.3 (şi̇) / 5.2 (şd);16;saglam;saglam;boyalı, çizik;boyalı, çizik;saglam;saglam;saglam;saglam;saglam;çizik, ezik;çizik, ezik;saglam
micra;nissan;595000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;80;hayır;hayır;18.08.2025;2016;67878;hatchback;beyaz;161;265;;110;3;41;6.7 (şi̇) / 4.6 (şd);12;boyalı;saglam;saglam;saglam;boyalı;boyalı;boyalı;boyalı;boyalı;boyalı;saglam;boyalı
cooper;mini;1234000;31,1;26.02.2024;tiptronic;benzin;1,5;önden çekiş;136;hayır;hayır;22.11.2024;2016;67376;cabriolet;beyaz;206;215;;220;3;40;6.2 (şi̇) / 4.5 (şd);12;lokal boyalı;saglam;boyalı;boyalı, çizik;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;lokal boyalı
gla-serisi;mercedes-benz;1400000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;109;hayır;hayır;7.08.2025;2016;116240;arazi aracı;mavi;190;421;;260;4;50;4.7 (şi̇) / 3.6 (şd);8;saglam;saglam;çizik;saglam;saglam;saglam;ezik;saglam;saglam;saglam;ezik;saglam
discovery sport;land rover;2049750;31,1;26.02.2024;tiptronic;dizel;2;4x4;180;hayır;hayır;3.02.2025;2016;66000;arazi aracı;kırmızı siyah;188;194;;430;4;54;6.3 (şi̇) / 4.7 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
sportage;kia;995000;31,1;26.02.2024;tiptronic;lpg;1,6;önden çekiş;132;hayır;hayır;24.06.2025;2016;87843;arazi aracı;metalik beyaz;170;466;;161;4;62;9.7 (şi̇) / 5.9 (şd);16;saglam;saglam;çizik;çizik;saglam;saglam;çizik;saglam;saglam;çizik, ezik;ezik;saglam
cerato;kia;840000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;136;hayır;hayır;12.08.2025;2016;173678;sedan;beyaz;190;482;;300;4;50;5.5 (şi̇) / 4 (şd);16;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
i30;hyundai̇;920000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;136;hayır;hayır;18.04.2025;2016;139608;hatchback;beyaz;200;378;;300;4;53;5.1 (şi̇) / 4 (şd);16;çizik;saglam;boyalı, çizik;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
i20;hyundai̇;810000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;100;hayır;hayır;25.08.2025;2016;27171;hatchback;beyaz;170;301;;134;4;50;9.2 (şi̇) / 5.3 (şd);16;değişen;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam
i20;hyundai̇;726900;31,1;26.02.2024;manuel;dizel;1,4;önden çekiş;90;hayır;hayır;17.07.2025;2016;54349;hatchback;kahverengi;175;301;;240;4;50;4.9 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
focus;ford;870000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;120;hayır;hayır;21.11.2025;2016;119900;sedan;beyaz;193;421;;300;4;53;4.7 (şi̇) / 3.9 (şd);8;saglam;saglam;saglam;saglam;boyalı;boyalı;boyalı;boyalı;saglam;saglam;saglam;saglam
fiesta;ford;759900;31,1;26.02.2024;otomatik;benzin;1;önden çekiş;100;hayır;hayır;20.05.2025;2016;58715;hatchback;beyaz;180;276;;170;3;42;6.6 (şi̇) / 3.9 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam
egea;fiat;830000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;2.11.2023;2016;97375;hatchback;beyaz;200;380;;320;4;50;4.4 (şi̇) / 3.3 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;674000;31,1;26.02.2024;tiptronic;lpg;1,6;önden çekiş;110;hayır;hayır;6.12.2024;2016;79398;sedan;beyaz;192;520;;152;4;45;8.5 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;değişen;değişen;değişen;saglam;saglam;saglam;saglam;saglam
c3;citroen;715000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;82;hayır;hayır;30.08.2025;2016;34326;hatchback;beyaz;176;300;;118;3;50;5.2 (şi̇) / 3.9 (şd);12;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam
c4;citroen;666900;31,1;26.02.2024;tiptronic;dizel;1,6;önden çekiş;120;hayır;hayır;21.07.2025;2016;162950;hatchback;beyaz;192;408;;300;4;60;4.4 (şi̇) / 3.5 (şd);8;değişen;saglam;saglam;boyalı;değişen;saglam;boyalı;boyalı;boyalı;boyalı;saglam;saglam
x1;bmw;1490000;31,1;26.02.2024;tiptronic;benzin;1,5;önden çekiş;136;hayır;hayır;13.01.2025;2016;121338;arazi aracı;metalik beyaz;204;505;;220;3;51;6.3 (şi̇) / 4.5 (şd);12;ezik;saglam;çizik;çizik;saglam;çizik, ezik;çizik;ezik;çizik;ezik;ezik;çizik
5 serisi;bmw;1475000;31,1;26.02.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;21.08.2025;2016;161000;sedan;siyah;226;520;;250;4;70;8.7 (şi̇) / 5.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
1 serisi;bmw;1100000;31,1;26.02.2024;tiptronic;dizel;1,5;arkadan i̇tiş;116;hayır;hayır;19.01.2026;2016;101411;hatchback;siyah;200;360;;270;3;52;4.4 (şi̇) / 3.6 (şd);12;saglam;ezik;saglam;boyalı;ezik;ezik;ezik;ezik;saglam;saglam;saglam;saglam
1 serisi;bmw;978000;31,1;26.02.2024;tiptronic;benzin;1,5;arkadan i̇tiş;136;hayır;hayır;15.12.2025;2016;82940;hatchback;beyaz;210;360;;220;3;52;5.9 (şi̇) / 4.2 (şd);12;saglam;saglam;boyalı;boyalı;saglam;değişen;boyalı;boyalı, ezik;ezik;saglam;ezik;ezik
q7;audi;2800000;31,1;26.02.2024;tiptronic;benzin;2;4x4;252;hayır;hayır;27.02.2025;2016;109687;arazi aracı;siyah;250;890;;370;4;65;7.4 (şi̇) / 5.2 (şd);16;saglam;saglam;boyalı, çizik;çizik;boyalı, çizik;boyalı, çizik;boyalı, çizik;boyalı;saglam;saglam;saglam;lokal boyalı
q7;audi;2700000;31,1;26.02.2024;tiptronic;benzin;2;4x4;252;hayır;hayır;16.11.2024;2016;67813;arazi aracı;mavi;250;890;;370;4;65;7.4 (şi̇) / 5.2 (şd);16;değişen;saglam;değişen;değişen;boyalı;saglam;boyalı;saglam;değişen;boyalı;boyalı;saglam
a6;audi;2075000;31,1;26.02.2024;otomatik;dizel;2;4x4;190;hayır;hayır;15.04.2025;2016;189059;wagon;gri;224;565;;400;4;73;5.9 (şi̇) / 4.6 (şd);16;saglam;saglam;değişen;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a6;audi;1785000;31,1;26.02.2024;otomatik;dizel;2;4x4;190;hayır;hayır;26.04.2025;2016;201075;wagon;gri;224;565;;400;4;73;5.9 (şi̇) / 4.6 (şd);16;ezik;saglam;boyalı;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;ezik
a4;audi;1690000;31,1;26.02.2024;otomatik;dizel;2;önden çekiş;190;hayır;hayır;28.03.2023;2016;103252;wagon;ibis beyazı;231;505;;400;4;54;4.9 (şi̇) / 3.8 (şd);16;boyalı;ezik;saglam;saglam;çizik, ezik;çizik, ezik;çizik, ezik;saglam;çizik, ezik;çizik;değişen;lokal boyalı
a4;audi;1513000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;8.01.2026;2016;75360;sedan;siyah;210;480;;250;4;54;6.7 (şi̇) / 4.3 (şd);16;saglam;saglam;hasarlı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı
a3;audi;1126000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;4.11.2025;2016;68999;sedan;beyaz;203;425;;250;4;50;4.3 (şi̇) / 3.5 (şd);16;çizik, ezik;saglam;saglam;saglam;çizik;saglam;lokal boyalı;lokal boyalı;ezik;saglam;saglam;çizik
a3;audi;1105000;31,1;26.02.2024;otomatik;benzin;1;önden çekiş;116;hayır;hayır;14.09.2023;2016;92560;sedan;siyah;211;425;;200;3;50;5.5 (şi̇) / 4.1 (şd);12;saglam;saglam;saglam;çizik;saglam;ezik;ezik;saglam;saglam;ezik;saglam;saglam
a3;audi;1100000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;24.10.2025;2016;48084;hatchback;beyaz;200;380;;250;4;50;4.4 (şi̇) / 3.6 (şd);16;saglam;çizik;boyalı, çizik;boyalı, çizik;değişen;boyalı, ezik;boyalı;boyalı;saglam;ezik;saglam;saglam
a3;audi;1068000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;3.08.2023;2016;192019;sedan;beyaz;203;425;;250;4;50;4.3 (şi̇) / 3.5 (şd);16;saglam;saglam;boyalı, çizik;boyalı, çizik;boyalı;boyalı;saglam;saglam;saglam;boyalı;değişen;lokal boyalı
a3;audi;1037500;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;8.08.2025;2016;85773;hatchback;siyah;200;380;;250;4;50;4.4 (şi̇) / 3.6 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam
a3;audi;990000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;6.11.2025;2016;111915;sedan;metalik muson gri;203;425;;250;4;50;4.3 (şi̇) / 3.5 (şd);16;boyalı;saglam;saglam;saglam;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam
a3;audi;880000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;29.09.2024;2016;152331;hatchback;parlak siyah;200;380;;250;4;50;4.4 (şi̇) / 3.6 (şd);16;saglam;ezik;boyalı, çizik;boyalı;saglam;değişen;çizik;lokal boyalı, çizik, ezik;değişen;değişen;değişen;değişen, çizik
v40;volvo;1069750;31,1;26.02.2024;tiptronic;benzin;1,5;önden çekiş;152;hayır;hayır;30.09.2024;2015;80515;hatchback;kırmızı;210;335;;250;4;62;7.3 (şi̇) / 4.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;değişen;saglam
s60;volvo;1040000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;114;hayır;hayır;11.04.2025;2015;149262;sedan;beyaz;190;380;;270;4;68;4.7 (şi̇) / 3.7 (şd);8;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
touareg;volkswagen;1626000;31,1;26.02.2024;tiptronic;dizel;3;4x4;245;hayır;hayır;28.07.2024;2015;138622;arazi aracı;refleks gümüş;220;580;;550;6;100;8.4 (şi̇) / 6.5 (şd);24;saglam;saglam;değişen;boyalı, hasarlı;boyalı;boyalı;boyalı;boyalı;değişen;boyalı;değişen;boyalı
golf;volkswagen;1624000;31,1;26.02.2024;otomatik;benzin;2;önden çekiş;230;hayır;hayır;19.11.2024;2015;46097;hatchback;gri;248;380;;350;4;50;8.2 (şi̇) / 5.4 (şd);16;saglam;saglam;boyalı, çizik;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam
touareg;volkswagen;1474000;31,1;26.02.2024;tiptronic;dizel;3;4x4;262;hayır;hayır;22.06.2022;2015;216462;arazi aracı;metalik gri;225;580;;580;6;100;7.7 (şi̇) / 6 (şd);24;değişen;saglam;değişen;saglam;değişen;değişen;boyalı;ezik;değişen;boyalı;saglam;saglam
passat;volkswagen;1056000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;120;hayır;hayır;11.03.2024;2015;98000;sedan;tungsten gri;206;586;;250;4;66;4.5 (şi̇) / 3.7 (şd);16;saglam;ezik;çizik, hasarlı;boyalı;boyalı, ezik;boyalı;boyalı;boyalı;saglam;boyalı;çizik, ezik;çizik, ezik
jetta;volkswagen;965000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;122;hayır;hayır;16.03.2024;2015;68934;sedan;beyaz;202;510;;200;4;55;7.7 (şi̇) / 5 (şd);16;saglam;ezik;çizik;çizik;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam
jetta;volkswagen;939500;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;105;hayır;hayır;13.05.2024;2015;80204;sedan;gri;190;510;;250;4;55;5.6 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;boyalı;saglam
golf;volkswagen;937000;31,1;26.02.2024;manuel;benzin;1,4;önden çekiş;125;hayır;hayır;26.07.2024;2015;73162;hatchback;beyaz;204;380;;200;4;50;6.7 (şi̇) / 4.3 (şd);16;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;930000;31,1;26.02.2024;manuel;benzin;1,4;önden çekiş;125;hayır;hayır;15.10.2024;2015;122545;hatchback;siyah;204;380;;200;4;50;6.7 (şi̇) / 4.3 (şd);16;saglam;çizik;boyalı;saglam;saglam;saglam;saglam;saglam;ezik;çizik;çizik;çizik
golf;volkswagen;891000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;8.07.2024;2015;140123;hatchback;saf beyaz;204;380;;200;4;50;6.2 (şi̇) / 4.3 (şd);16;saglam;saglam;boyalı;boyalı;ezik;ezik;boyalı;boyalı;ezik;saglam;saglam;boyalı, ezik
golf;volkswagen;890000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;110;hayır;hayır;1.09.2024;2015;46463;hatchback;günbatımı kırmızısı;195;380;;175;4;50;5.9 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;857000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;125;hayır;hayır;1.10.2023;2015;107556;hatchback;tungsten gri;204;380;;200;4;50;6.2 (şi̇) / 4.3 (şd);16;değişen, çizik;saglam;değişen, çizik;saglam;değişen, çizik;saglam;saglam;çizik, ezik;boyalı, çizik;çizik;saglam;saglam
golf;volkswagen;850900;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;110;hayır;hayır;16.07.2024;2015;127303;hatchback;kırmızı;195;380;;175;4;50;5.9 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam
golf;volkswagen;850000;31,1;26.02.2024;manuel;dizel;1,6;önden çekiş;110;hayır;hayır;3.06.2024;2015;214000;hatchback;beyaz;195;380;;250;4;50;4.5 (şi̇) / 3.5 (şd);16;boyalı;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;boyalı
golf;volkswagen;820000;31,1;26.02.2024;manuel;dizel;1,6;önden çekiş;110;hayır;hayır;9.09.2024;2015;150045;hatchback;beyaz;195;380;;250;4;50;4.5 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;değişen;boyalı;saglam;değişen;saglam;değişen;lokal boyalı
caddy;volkswagen;820000;31,1;26.02.2024;manuel;dizel;2;önden çekiş;102;hayır;hayır;15.12.2023;2015;162701;cityvan;mavi;172;;;250;4;60;5.4 (şi̇) / 4.1 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;değişen;lokal boyalı;saglam
caddy;volkswagen;795000;31,1;26.02.2024;manuel;dizel;2;önden çekiş;102;hayır;hayır;15.05.2024;2015;67315;cityvan;gri;172;;;250;4;60;5.4 (şi̇) / 4.1 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;lokal boyalı
jetta;volkswagen;782000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;105;hayır;hayır;26.08.2025;2015;92444;sedan;refleks gümüş;194;510;;175;4;55;6 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;çizik;ezik;saglam;ezik;saglam;saglam
polo;volkswagen;769900;31,1;26.02.2024;otomatik;dizel;1,4;önden çekiş;90;hayır;hayır;4.01.2024;2015;89964;hatchback;beyaz;184;280;;230;3;45;3.9 (şi̇) / 3.3 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam
polo;volkswagen;755000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;90;hayır;hayır;27.05.2024;2015;127610;hatchback;beyaz;184;280;;160;4;45;5.8 (şi̇) / 4.1 (şd);16;saglam;lokal boyalı;saglam;saglam;saglam;saglam;boyalı, değişen;saglam;saglam;saglam;saglam;boyalı
jetta;volkswagen;663000;31,1;26.02.2024;manuel;benzin;1,2;önden çekiş;105;hayır;hayır;30.09.2024;2015;166316;sedan;beyaz;190;510;;175;4;55;7.1 (şi̇) / 4.9 (şd);8;değişen;saglam;boyalı;hasarlı;hasarlı;saglam;saglam;saglam;değişen;boyalı;boyalı;saglam
corolla;toyota;976000;31,1;26.02.2024;otomatik;dizel;1,4;önden çekiş;90;hayır;hayır;23.09.2024;2015;169186;sedan;i̇nci beyazı;180;452;;205;4;55;4.9 (şi̇) / 3.7 (şd);8;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam;çizik;çizik
corolla;toyota;885000;31,1;26.02.2024;otomatik;dizel;1,4;önden çekiş;90;hayır;hayır;25.06.2024;2015;125910;sedan;i̇nci beyazı;180;452;;205;4;55;4.9 (şi̇) / 3.7 (şd);8;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
auris;toyota;750000;31,1;26.02.2024;manuel;benzin;1,6;önden çekiş;132;hayır;hayır;9.04.2024;2015;59110;hatchback;beyaz;200;353;;160;4;50;7.9 (şi̇) / 4.8 (şd);16;saglam;saglam;boyalı;boyalı;saglam;boyalı;boyalı;lokal boyalı;saglam;saglam;saglam;saglam
octavia;skoda;937000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;110;hayır;hayır;8.10.2024;2015;54000;wagon;beyaz;194;588;;250;4;50;4.2 (şi̇) / 3.6 (şd);16;saglam;saglam;saglam;saglam;saglam;lokal boyalı;lokal boyalı;lokal boyalı;boyalı;saglam;saglam;saglam
yeti;skoda;865000;31,1;26.02.2024;manuel;dizel;1,6;önden çekiş;105;hayır;hayır;16.02.2024;2015;132450;arazi aracı;beyaz siyah;176;416;;250;4;55;5.2 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam
leon;seat;854500;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;110;hayır;hayır;23.07.2024;2015;66000;hatchback;kırmızı;194;380;;175;4;50;5.9 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;saglam;saglam;boyalı
leon;seat;790000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;110;hayır;hayır;29.08.2024;2015;124550;hatchback;beyaz;194;380;;175;4;50;5.9 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam
